formula,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,chi_diff,rX,rA,rB,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess,bandgap,bandgap_sigma
GdScS3,Gd,Sc,S,3.0,3.0,-2.0,1.2,1.36,2.58,1.036,184.0,152.0,87.0,-1.38,-1.22,-2.24,-2.08,1.7471264367816093,0.4728260869565217,0.8260869565217391,0.6160714285714286,0.5865384615384615,-2.8746634,-3.2357286599999986,-7.00838179000003,-1.3761398572405408,-3.235728771077069,0.8145175879610062,1.325343534503421,0.2753302914535808,-2.847077729734469,6.0569064659121885,6.884657007341072,11.769320157021456,30.32,165.06,74.72999999999999,202.1,217.74,84.92999999999999,111.28,58.09,273.21,0.8203213789320559,0.8767102470806919,2.5085600083043427,0.9208537372732796,2.054058790206909,0.11090867966413498
GdTlS3,Gd,Tl,S,3.0,3.0,-2.0,1.2,1.62,2.58,0.984,184.0,152.0,88.45,-1.38,-0.96,-2.24,-1.82,1.7184850197851893,0.4807065217391305,0.8260869565217391,0.6160714285714286,0.5274725274725275,-2.8746634,-2.36925177,-7.00838179000003,-1.3761398572405408,-2.3692518513323906,0.8145175879610062,1.325343534503421,-0.1395649868243635,-2.847077729734469,6.0569064659121885,5.166986943295928,11.769320157021456,30.32,109.74,74.72999999999999,202.1,154.46,84.92999999999999,111.28,59.04,273.21,0.8037920769808454,0.8720443272485502,2.601964490997728,1.01852052284108,1.8857017755508423,0.23649191856384277
GdZrS3,Gd,Zr,S,3.0,3.0,-2.0,1.2,1.33,2.58,1.042,184.0,152.0,85.0,-1.38,-1.25,-2.24,-2.11,1.7882352941176471,0.4619565217391304,0.8260869565217391,0.6160714285714286,0.5924170616113744,-2.8746634,-3.6022224400000007,-7.00838179000003,-1.3761398572405408,-3.602222563658176,0.8145175879610062,1.325343534503421,-0.2714066713124998,-2.847077729734469,6.0569064659121885,7.139550537079975,11.769320157021456,30.32,166.94,74.72999999999999,202.1,222.0,84.92999999999999,111.28,84.44,273.21,0.8435782410963234,0.8832285388805483,2.394636671019245,0.918494592682993,1.8452284336090088,0.03557385876774788
TbGdS3,Gd,Tb,S,3.0,3.0,-2.0,1.2,1.1,2.58,1.088,184.0,152.0,92.41,-1.38,-1.48,-2.24,-2.34,1.6448436316415973,0.5022282608695652,0.8260869565217391,0.6160714285714286,0.6324786324786326,-2.8746634,-3.0839381900000022,-7.00838179000003,-1.3761398572405408,-1.3025399247139844,0.8145175879610062,1.325343534503421,0.4848213986217848,-2.847077729734469,6.0569064659121885,6.119534423052706,11.769320157021456,30.32,29.39,74.72999999999999,202.1,257.89,84.92999999999999,111.28,112.45,273.21,0.7691601755331664,0.8595509459095819,2.906885109840281,0.8372532319411262,2.002918243408203,0.08072051405906677
TbGdSe3,Gd,Tb,Se,3.0,3.0,-2.0,1.2,1.1,2.55,1.07,198.0,152.0,92.41,-1.35,-1.4499999999999995,-2.24,-2.34,1.6448436316415973,0.4667171717171717,0.7676767676767676,0.6026785714285713,0.6196581196581196,-2.8746634,-3.0839381900000022,-6.510488250000024,-1.3761398572405408,-1.3025399247139844,-0.2111875472497096,1.325343534503421,0.4848213986217848,-2.730814399751447,6.0569064659121885,6.119534423052706,10.84576444731508,30.32,29.39,79.97,202.1,257.89,95.78,111.28,112.45,23.97,0.8129089684823942,0.8522020482495564,3.058383865386217,0.8288504527156245,1.4336992502212524,0.07473602890968323
GdInS3,Gd,In,S,3.0,3.0,-2.0,1.2,1.78,2.58,0.952,184.0,152.0,92.0,-1.38,-0.8,-2.24,-1.66,1.6521739130434785,0.5,0.8260869565217391,0.6160714285714286,0.4819277108433735,-2.8746634,-2.5178859200000034,-7.00838179000003,-1.3761398572405408,-2.517886006434747,0.8145175879610062,1.325343534503421,-0.1678385307595446,-2.847077729734469,6.0569064659121885,5.364511578154709,11.769320157021456,30.32,114.07,74.72999999999999,202.1,151.32,84.92999999999999,111.28,49.29,273.21,0.7644409205375994,0.8608278150683605,2.871741222623695,1.1004377002001116,1.7464216947555542,0.04451408237218857
GdInSe3,Gd,In,Se,3.0,3.0,-2.0,1.2,1.78,2.55,0.9339999999999998,198.0,152.0,92.0,-1.35,-0.7699999999999998,-2.24,-1.66,1.6521739130434785,0.4646464646464646,0.7676767676767676,0.6026785714285713,0.4638554216867468,-2.8746634,-2.5178859200000034,-6.510488250000024,-1.3761398572405408,-2.517886006434747,-0.2111875472497096,1.325343534503421,-0.1678385307595446,-2.730814399751447,6.0569064659121885,5.364511578154709,10.84576444731508,30.32,114.07,79.97,202.1,151.32,95.78,111.28,49.29,23.97,0.8173555893333029,0.853406885628116,3.023915135667173,1.1088154166817068,1.244803786277771,0.03954612463712692
SmYS3,Sm,Y,S,3.0,3.0,-2.0,1.17,1.22,2.58,1.07,184.0,164.0,101.0,-1.41,-1.36,-2.27,-2.22,1.623762376237624,0.5489130434782609,0.8913043478260869,0.6211453744493393,0.6126126126126127,-2.519165209999997,-2.518776380000004,-7.00838179000003,-2.5191652964786626,-2.5187764664653174,0.8145175879610062,0.530550865217543,0.1564045493718278,-2.847077729734469,5.94376524505028,6.250735714575128,11.769320157021456,194.74,178.5,74.72999999999999,267.86,235.81,84.92999999999999,115.12,94.26,273.21,0.7963114573083404,0.8634167709031526,2.870937866473477,0.8754428531617803,1.9958820343017578,0.058071039617061615
SmYSe3,Sm,Y,Se,3.0,3.0,-2.0,1.17,1.22,2.55,1.052,198.0,164.0,101.0,-1.38,-1.3299999999999998,-2.27,-2.22,1.623762376237624,0.51010101010101,0.8282828282828283,0.6079295154185022,0.5990990990990991,-2.519165209999997,-2.518776380000004,-6.510488250000024,-2.5191652964786626,-2.5187764664653174,-0.2111875472497096,0.530550865217543,0.1564045493718278,-2.730814399751447,5.94376524505028,6.250735714575128,10.84576444731508,194.74,178.5,79.97,267.86,235.81,95.78,115.12,94.26,23.97,0.795493479143197,0.8560979919086442,3.009551727859616,0.8687164413273234,1.632720708847046,0.05283146724104881
SmDyS3,Sm,Dy,S,3.0,3.0,-2.0,1.17,1.22,2.58,1.07,184.0,164.0,103.0,-1.41,-1.36,-2.27,-2.22,1.5922330097087378,0.5597826086956522,0.8913043478260869,0.6211453744493393,0.6126126126126127,-2.519165209999997,-3.164901719999999,-7.00838179000003,-2.5191652964786626,-1.1732693202763391,0.8145175879610062,0.530550865217543,0.4711191951556382,-2.847077729734469,5.94376524505028,6.187951074411365,11.769320157021456,194.74,28.52,74.72999999999999,267.86,256.01,84.92999999999999,115.12,111.98,273.21,0.8376590591315,0.8573999292940714,3.05584347031666,0.8693422061014194,2.3076047897338867,0.11715541779994965
SmDySe3,Sm,Dy,Se,3.0,3.0,-2.0,1.17,1.22,2.55,1.052,198.0,164.0,103.0,-1.38,-1.3299999999999998,-2.27,-2.22,1.5922330097087378,0.5202020202020202,0.8282828282828283,0.6079295154185022,0.5990990990990991,-2.519165209999997,-3.164901719999999,-6.510488250000024,-2.5191652964786626,-1.1732693202763391,-0.2111875472497096,0.530550865217543,0.4711191951556382,-2.730814399751447,5.94376524505028,6.187951074411365,10.84576444731508,194.74,28.52,79.97,267.86,256.01,95.78,115.12,111.98,23.97,0.8353039707335942,0.8504096331584207,3.1917658004137475,0.8629442390593678,1.6336194276809692,0.08653749525547028
SmTmS3,Sm,Tm,S,3.0,3.0,-2.0,1.17,1.25,2.58,1.064,184.0,164.0,100.0,-1.41,-1.33,-2.27,-2.19,1.64,0.5434782608695652,0.8913043478260869,0.6211453744493393,0.6073059360730594,-2.519165209999997,-3.153999099999999,-7.00838179000003,-2.5191652964786626,-1.0724057668138651,0.8145175879610062,0.530550865217543,0.5222435779285232,-2.847077729734469,5.94376524505028,6.424661898518719,11.769320157021456,194.74,176.24,74.72999999999999,267.86,254.47,84.92999999999999,115.12,111.95,273.21,0.7754915612377814,0.866456970800699,2.7854970220493342,0.8862020072655686,2.15478515625,0.19081468880176544
SmTmSe3,Sm,Tm,Se,3.0,3.0,-2.0,1.17,1.25,2.55,1.046,198.0,164.0,100.0,-1.38,-1.2999999999999998,-2.27,-2.19,1.64,0.5050505050505051,0.8282828282828283,0.6079295154185022,0.593607305936073,-2.519165209999997,-3.153999099999999,-6.510488250000024,-2.5191652964786626,-1.0724057668138651,-0.2111875472497096,0.530550865217543,0.5222435779285232,-2.730814399751447,5.94376524505028,6.424661898518719,10.84576444731508,194.74,176.24,79.97,267.86,254.47,95.78,115.12,111.95,23.97,0.7754421381890194,0.858970803962029,2.9254970220493344,0.8796955485374598,1.566367506980896,0.07971974462270737
SmLuS3,Sm,Lu,S,3.0,3.0,-2.0,1.17,1.27,2.58,1.0600000000000005,184.0,164.0,99.0,-1.41,-1.31,-2.27,-2.17,1.6565656565656566,0.5380434782608695,0.8913043478260869,0.6211453744493393,0.6036866359447005,-2.519165209999997,-1.7533157500000005,-7.00838179000003,-2.5191652964786626,-1.7533158101883548,0.8145175879610062,0.530550865217543,0.3090144625889975,-2.847077729734469,5.94376524505028,5.26002856955933,11.769320157021456,194.74,162.29,74.72999999999999,267.86,232.06,84.92999999999999,115.12,97.53,273.21,0.7545716601668887,0.8695186562098887,2.7045109016934537,0.8946653100196376,1.918208122253418,0.30132243037223816
SmLuSe3,Sm,Lu,Se,3.0,3.0,-2.0,1.17,1.27,2.55,1.0419999999999998,198.0,164.0,99.0,-1.38,-1.2799999999999998,-2.27,-2.17,1.6565656565656566,0.5,0.8282828282828283,0.6079295154185022,0.5898617511520736,-2.519165209999997,-1.7533157500000005,-6.510488250000024,-2.5191652964786626,-1.7533158101883548,-0.2111875472497096,0.530550865217543,0.3090144625889975,-2.730814399751447,5.94376524505028,5.26002856955933,10.84576444731508,194.74,162.29,79.97,267.86,232.06,95.78,115.12,97.53,23.97,0.7647839476137247,0.8618629615511266,2.845925043107595,0.8882622606900482,1.5076340436935425,0.09793685376644135
SmScS3,Sm,Sc,S,3.0,3.0,-2.0,1.17,1.36,2.58,1.042,184.0,164.0,87.0,-1.41,-1.22,-2.27,-2.08,1.885057471264368,0.4728260869565217,0.8913043478260869,0.6211453744493393,0.5865384615384615,-2.519165209999997,-3.2357286599999986,-7.00838179000003,-2.5191652964786626,-3.235728771077069,0.8145175879610062,0.530550865217543,0.2753302914535808,-2.847077729734469,5.94376524505028,6.884657007341072,11.769320157021456,194.74,165.06,74.72999999999999,267.86,217.74,84.92999999999999,115.12,58.09,273.21,0.8171895905043726,0.9080213273335738,2.035359426812868,0.961596356179644,2.354390859603882,0.536231517791748
SmTlS3,Sm,Tl,S,3.0,3.0,-2.0,1.17,1.62,2.58,0.99,184.0,164.0,88.45,-1.41,-0.96,-2.27,-1.82,1.8541548897682305,0.4807065217391305,0.8913043478260869,0.6211453744493393,0.5274725274725275,-2.519165209999997,-2.36925177,-7.00838179000003,-2.5191652964786626,-2.3692518513323906,0.8145175879610062,0.530550865217543,-0.1395649868243635,-2.847077729734469,5.94376524505028,5.166986943295928,11.769320157021456,194.74,109.74,74.72999999999999,267.86,154.46,84.92999999999999,115.12,59.04,273.21,0.8006602885531621,0.9031887675074268,2.089347046053635,1.0635843498428594,2.165980815887451,0.33098721504211426
SmHfS3,Sm,Hf,S,2.0,4.0,-2.0,1.17,1.3,2.58,1.054,184.0,164.0,85.0,-1.41,-1.28,-2.27,-2.14,1.9294117647058824,0.4619565217391304,0.8913043478260869,0.6211453744493393,0.5981308411214954,-2.519165209999997,-2.693665829999998,-7.00838179000003,-2.5191652964786626,-2.693665922468976,0.8145175879610062,0.530550865217543,0.1845735353332302,-2.847077729734469,5.94376524505028,6.50368793830198,11.769320157021456,194.74,153.65,74.72999999999999,267.86,213.77,84.92999999999999,115.12,89.50999999999999,273.21,0.8404464526686398,0.9147724152691392,4.036182527634741,0.9499705003555552,1.7941200733184814,0.26169073581695557
SmZrS3,Sm,Zr,S,3.0,3.0,-2.0,1.17,1.33,2.58,1.048,184.0,164.0,85.0,-1.41,-1.25,-2.27,-2.11,1.9294117647058824,0.4619565217391304,0.8913043478260869,0.6211453744493393,0.5924170616113744,-2.519165209999997,-3.6022224400000007,-7.00838179000003,-2.5191652964786626,-3.602222563658176,0.8145175879610062,0.530550865217543,-0.2714066713124998,-2.847077729734469,5.94376524505028,7.139550537079975,11.769320157021456,194.74,166.94,74.72999999999999,267.86,222.0,84.92999999999999,115.12,84.44,273.21,0.8404464526686398,0.9147724152691392,1.971920850275641,0.95913283265805,1.8339335918426514,0.08504167199134827
TbSmS3,Sm,Tb,S,3.0,3.0,-2.0,1.17,1.1,2.58,1.094,184.0,164.0,92.41,-1.41,-1.48,-2.27,-2.34,1.774699707823829,0.5022282608695652,0.8913043478260869,0.6211453744493393,0.6324786324786326,-2.519165209999997,-3.0839381900000022,-7.00838179000003,-2.5191652964786626,-1.3025399247139844,0.8145175879610062,0.530550865217543,0.4848213986217848,-2.847077729734469,5.94376524505028,6.119534423052706,11.769320157021456,194.74,29.39,74.72999999999999,267.86,257.89,84.92999999999999,115.12,112.45,273.21,0.7568625112590074,0.8902491939777812,2.272523408973321,0.8742969968479258,2.1881325244903564,0.1603207141160965
TbSmSe3,Sm,Tb,Se,3.0,3.0,-2.0,1.17,1.1,2.55,1.0759999999999998,198.0,164.0,92.41,-1.38,-1.4499999999999995,-2.27,-2.34,1.774699707823829,0.4667171717171717,0.8282828282828283,0.6079295154185022,0.6196581196581196,-2.519165209999997,-3.0839381900000022,-6.510488250000024,-2.5191652964786626,-1.3025399247139844,-0.2111875472497096,0.530550865217543,0.4848213986217848,-2.730814399751447,5.94376524505028,6.119534423052706,10.84576444731508,194.74,29.39,79.97,267.86,257.89,95.78,115.12,112.45,23.97,0.8336685998483656,0.8814204041895412,2.4240221645192577,0.864737283672753,1.650509238243103,0.057053081691265106
SmUS3,Sm,U,S,3.0,3.0,-2.0,1.17,1.38,2.58,1.038,184.0,164.0,99.0,-1.41,-1.2000000000000002,-2.27,-2.06,1.6565656565656566,0.5380434782608695,0.8913043478260869,0.6211453744493393,0.5825242718446603,-2.519165209999997,-1.99527278,-7.00838179000003,-2.5191652964786626,-1.9952728484943232,0.8145175879610062,0.530550865217543,0.546861732757815,-2.847077729734469,5.94376524505028,5.590257855882314,11.769320157021456,194.74,187.98,74.72999999999999,267.86,241.76,84.92999999999999,115.12,131.23,273.21,0.7545716601668887,0.8695186562098887,2.7045109016934537,0.927167360068738,1.674047589302063,0.1815675050020218
SmUSe3,Sm,U,Se,3.0,3.0,-2.0,1.17,1.38,2.55,1.02,198.0,164.0,99.0,-1.38,-1.17,-2.27,-2.06,1.6565656565656566,0.5,0.8282828282828283,0.6079295154185022,0.5679611650485437,-2.519165209999997,-1.99527278,-6.510488250000024,-2.5191652964786626,-1.9952728484943232,-0.2111875472497096,0.530550865217543,0.546861732757815,-2.730814399751447,5.94376524505028,5.590257855882314,10.84576444731508,194.74,187.98,79.97,267.86,241.76,95.78,115.12,131.23,23.97,0.7647839476137247,0.8618629615511266,2.845925043107595,0.9225136590600336,1.6485651731491089,0.10082992166280746
SmInS3,Sm,In,S,3.0,3.0,-2.0,1.17,1.78,2.58,0.958,184.0,164.0,92.0,-1.41,-0.8,-2.27,-1.66,1.7826086956521738,0.5,0.8913043478260869,0.6211453744493393,0.4819277108433735,-2.519165209999997,-2.5178859200000034,-7.00838179000003,-2.5191652964786626,-2.517886006434747,0.8145175879610062,0.530550865217543,-0.1678385307595446,-2.847077729734469,5.94376524505028,5.364511578154709,11.769320157021456,194.74,114.07,74.72999999999999,267.86,151.32,84.92999999999999,115.12,49.29,273.21,0.761309132109916,0.8915716656065162,2.2510482451204403,1.1491259033692798,1.8087396621704102,0.09074278175830841
SmInSe3,Sm,In,Se,3.0,3.0,-2.0,1.17,1.78,2.55,0.94,198.0,164.0,92.0,-1.38,-0.7699999999999998,-2.27,-1.66,1.7826086956521738,0.4646464646464646,0.8282828282828283,0.6079295154185022,0.4638554216867468,-2.519165209999997,-2.5178859200000034,-6.510488250000024,-2.5191652964786626,-2.517886006434747,-0.2111875472497096,0.530550865217543,-0.1678385307595446,-2.730814399751447,5.94376524505028,5.364511578154709,10.84576444731508,194.74,114.07,79.97,267.86,151.32,95.78,115.12,49.29,23.97,0.838115220699274,0.8826665502782228,2.4032221581639184,1.1568239220649654,1.5261532068252563,0.04251076281070709
YBiS3,Bi,Y,S,3.0,3.0,-2.0,2.02,1.22,2.58,0.9000000000000002,184.0,163.0,101.0,-0.56,-1.36,-1.42,-2.22,1.613861386138614,0.5489130434782609,0.8858695652173914,0.3943661971830986,0.6126126126126127,-4.568780880000002,-2.518776380000004,-7.00838179000003,-4.56878103683849,-2.5187764664653174,0.8145175879610062,-1.6542288708495247,0.1564045493718278,-2.847077729734469,7.913870035627065,6.250735714575128,11.769320157021456,98.99,178.5,74.72999999999999,130.17,235.81,84.92999999999999,54.69,94.26,273.21,0.8098666393372833,0.8609356882281435,2.937293857942219,0.5542228912620277,1.4273977279663086,0.09941089898347855
YBiSe3,Bi,Y,Se,3.0,3.0,-2.0,2.02,1.22,2.55,0.8819999999999999,198.0,163.0,101.0,-0.5299999999999998,-1.3299999999999998,-1.42,-2.22,1.613861386138614,0.51010101010101,0.8232323232323232,0.3732394366197182,0.5990990990990991,-4.568780880000002,-2.518776380000004,-6.510488250000024,-4.56878103683849,-2.5187764664653174,-0.2111875472497096,-1.6542288708495247,0.1564045493718278,-2.730814399751447,7.913870035627065,6.250735714575128,10.84576444731508,98.99,178.5,79.97,130.17,235.81,95.78,54.69,94.26,23.97,0.8068906814064081,0.853733080328786,3.0759077193283577,0.5318767035448743,1.76495361328125,0.18867063522338867
DyScS3,Dy,Sc,S,3.0,3.0,-2.0,1.22,1.36,2.58,1.032,184.0,145.0,87.0,-1.36,-1.22,-2.22,-2.08,1.6666666666666667,0.4728260869565217,0.7880434782608695,0.6126126126126127,0.5865384615384615,-3.164901719999999,-3.2357286599999986,-7.00838179000003,-1.1732693202763391,-3.235728771077069,0.8145175879610062,0.4711191951556382,0.2753302914535808,-2.847077729734469,6.187951074411365,6.884657007341072,11.769320157021456,28.52,165.06,74.72999999999999,256.01,217.74,84.92999999999999,111.98,58.09,273.21,0.8094842328623169,0.8584454502665109,2.90301847359172,0.8966070335673852,2.3709793090820312,0.3270915746688843
DyTlS3,Dy,Tl,S,3.0,3.0,-2.0,1.22,1.62,2.58,0.98,184.0,145.0,88.45,-1.36,-0.96,-2.22,-1.82,1.639344262295082,0.4807065217391305,0.7880434782608695,0.6126126126126127,0.5274725274725275,-3.164901719999999,-2.36925177,-7.00838179000003,-1.1732693202763391,-2.3692518513323906,0.8145175879610062,0.4711191951556382,-0.1395649868243635,-2.847077729734469,6.187951074411365,5.166986943295928,11.769320157021456,28.52,109.74,74.72999999999999,256.01,154.46,84.92999999999999,111.98,59.04,273.21,0.7929549309111064,0.8538767370975388,3.029835133435567,0.9917021864038232,2.2153401374816895,0.13618645071983337
DyTlSe3,Dy,Tl,Se,3.0,3.0,-2.0,1.22,1.62,2.55,0.962,198.0,145.0,88.45,-1.3299999999999998,-0.9299999999999996,-2.22,-1.82,1.639344262295082,0.4467171717171717,0.7323232323232324,0.5990990990990991,0.5109890109890108,-3.164901719999999,-2.36925177,-6.510488250000024,-1.1732693202763391,-2.3692518513323906,-0.2111875472497096,0.4711191951556382,-0.1395649868243635,-2.730814399751447,6.187951074411365,5.166986943295928,10.84576444731508,28.52,109.74,79.97,256.01,154.46,95.78,111.98,59.04,23.97,0.8338765697589705,0.8467035674481082,3.188116648415781,0.992701082710884,1.4898481369018555,0.11543276160955429
DyZrS3,Dy,Zr,S,3.0,3.0,-2.0,1.22,1.33,2.58,1.038,184.0,145.0,85.0,-1.36,-1.25,-2.22,-2.11,1.7058823529411764,0.4619565217391304,0.7880434782608695,0.6126126126126127,0.5924170616113744,-3.164901719999999,-3.6022224400000007,-7.00838179000003,-1.1732693202763391,-3.602222563658176,0.8145175879610062,0.4711191951556382,-0.2714066713124998,-2.847077729734469,6.187951074411365,7.139550537079975,11.769320157021456,28.52,166.94,74.72999999999999,256.01,222.0,84.92999999999999,111.98,84.44,273.21,0.8327410950265841,0.8648279443205369,2.7468344741746304,0.8943100068548515,1.9027743339538574,0.05763711780309677
TbDySe3,Dy,Tb,Se,3.0,3.0,-2.0,1.22,1.1,2.55,1.066,198.0,145.0,92.41,-1.3299999999999998,-1.4499999999999995,-2.22,-2.34,1.569094253868629,0.4667171717171717,0.7323232323232324,0.5990990990990991,0.6196581196581196,-3.164901719999999,-3.0839381900000022,-6.510488250000024,-1.1732693202763391,-1.3025399247139844,-0.2111875472497096,0.4711191951556382,0.4848213986217848,-2.730814399751447,6.187951074411365,6.119534423052706,10.84576444731508,28.52,29.39,79.97,256.01,257.89,95.78,111.98,112.45,23.97,0.8225160468579085,0.8351580072845652,3.5916773546443297,0.8074491302488426,1.664553165435791,0.03520647808909416
DyInS3,Dy,In,S,3.0,3.0,-2.0,1.22,1.78,2.58,0.948,184.0,145.0,92.0,-1.36,-0.8,-2.22,-1.66,1.576086956521739,0.5,0.7880434782608695,0.6126126126126127,0.4819277108433735,-3.164901719999999,-2.5178859200000034,-7.00838179000003,-1.1732693202763391,-2.517886006434747,0.8145175879610062,0.4711191951556382,-0.1678385307595446,-2.847077729734469,6.187951074411365,5.364511578154709,11.769320157021456,28.52,114.07,74.72999999999999,256.01,151.32,84.92999999999999,111.98,49.29,273.21,0.8437134437247924,0.8428939022544364,3.393034654415662,1.0714624289018104,1.835777997970581,0.052139949053525925
DyInSe3,Dy,In,Se,3.0,3.0,-2.0,1.22,1.78,2.55,0.93,198.0,145.0,92.0,-1.3299999999999998,-0.7699999999999998,-2.22,-1.66,1.576086956521739,0.4646464646464646,0.7323232323232324,0.5990990990990991,0.4638554216867468,-3.164901719999999,-2.5178859200000034,-6.510488250000024,-1.1732693202763391,-2.517886006434747,-0.2111875472497096,0.4711191951556382,-0.1678385307595446,-2.730814399751447,6.187951074411365,5.364511578154709,10.84576444731508,28.52,114.07,79.97,256.01,151.32,95.78,111.98,49.29,23.97,0.8139280118655856,0.8363387479155536,3.5452085674591403,1.080185262459319,1.5354902744293213,0.033237021416425705
TmBiS3,Bi,Tm,S,3.0,3.0,-2.0,2.02,1.25,2.58,0.8940000000000001,184.0,163.0,100.0,-0.56,-1.33,-1.42,-2.19,1.63,0.5434782608695652,0.8858695652173914,0.3943661971830986,0.6073059360730594,-4.568780880000002,-3.153999099999999,-7.00838179000003,-4.56878103683849,-1.0724057668138651,0.8145175879610062,-1.6542288708495247,0.5222435779285232,-2.847077729734469,7.913870035627065,6.424661898518719,11.769320157021456,98.99,176.24,74.72999999999999,130.17,254.47,84.92999999999999,54.69,111.95,273.21,0.7890467432667239,0.8639671519190877,2.848596036853553,0.5610342661831882,1.6454284191131592,0.10511595755815506
TmBiSe3,Bi,Tm,Se,3.0,3.0,-2.0,2.02,1.25,2.55,0.8759999999999999,198.0,163.0,100.0,-0.5299999999999998,-1.2999999999999998,-1.42,-2.19,1.63,0.5050505050505051,0.8232323232323232,0.3732394366197182,0.593607305936073,-4.568780880000002,-3.153999099999999,-6.510488250000024,-4.56878103683849,-1.0724057668138651,-0.2111875472497096,-1.6542288708495247,0.5222435779285232,-2.730814399751447,7.913870035627065,6.424661898518719,10.84576444731508,98.99,176.24,79.97,130.17,254.47,95.78,54.69,111.95,23.97,0.7868393404522303,0.856597956437272,2.9885960368535525,0.5385987259137277,1.3665165901184082,0.07536502182483673
LuBiS3,Bi,Lu,S,3.0,3.0,-2.0,2.02,1.27,2.58,0.8900000000000002,184.0,163.0,99.0,-0.56,-1.31,-1.42,-2.17,1.6464646464646464,0.5380434782608695,0.8858695652173914,0.3943661971830986,0.6036866359447005,-4.568780880000002,-1.7533157500000005,-7.00838179000003,-4.56878103683849,-1.7533158101883548,0.8145175879610062,-1.6542288708495247,0.3090144625889975,-2.847077729734469,7.913870035627065,5.26002856955933,11.769320157021456,98.99,162.29,74.72999999999999,130.17,232.06,84.92999999999999,54.69,97.53,273.21,0.7681268421958309,0.8670200393816992,2.7645090193711,0.566392190010021,1.3629918098449707,0.0813690572977066
LuBiSe3,Bi,Lu,Se,3.0,3.0,-2.0,2.02,1.27,2.55,0.8719999999999999,198.0,163.0,99.0,-0.5299999999999998,-1.2799999999999998,-1.42,-2.17,1.6464646464646464,0.5,0.8232323232323232,0.3732394366197182,0.5898617511520736,-4.568780880000002,-1.7533157500000005,-6.510488250000024,-4.56878103683849,-1.7533158101883548,-0.2111875472497096,-1.6542288708495247,0.3090144625889975,-2.730814399751447,7.913870035627065,5.26002856955933,10.84576444731508,98.99,162.29,79.97,130.17,232.06,95.78,54.69,97.53,23.97,0.7666879944977185,0.8594821246407645,2.905923160785241,0.5438437453506509,1.4580307006835938,0.16699117422103882
ScBiS3,Bi,Sc,S,3.0,3.0,-2.0,2.02,1.36,2.58,0.8720000000000001,184.0,163.0,87.0,-0.56,-1.22,-1.42,-2.08,1.8735632183908049,0.4728260869565217,0.8858695652173914,0.3943661971830986,0.5865384615384615,-4.568780880000002,-3.2357286599999986,-7.00838179000003,-4.56878103683849,-3.235728771077069,0.8145175879610062,-1.6542288708495247,0.2753302914535808,-2.847077729734469,7.913870035627065,6.884657007341072,11.769320157021456,98.99,165.06,74.72999999999999,130.17,217.74,84.92999999999999,54.69,58.09,273.21,0.8185123184984431,0.9054120706458336,2.067336474527324,0.6087647078551531,1.2383708953857422,0.07493579387664795
TbScS3,Tb,Sc,S,3.0,3.0,-2.0,1.1,1.36,2.58,1.056,184.0,151.0,87.0,-1.48,-1.22,-2.34,-2.08,1.735632183908046,0.4728260869565217,0.8206521739130435,0.6324786324786326,0.5865384615384615,-3.0839381900000022,-3.2357286599999986,-7.00838179000003,-1.3025399247139844,-3.235728771077069,0.8145175879610062,0.4848213986217848,0.2753302914535808,-2.847077729734469,6.119534423052706,6.884657007341072,11.769320157021456,29.39,165.06,74.72999999999999,257.89,217.74,84.92999999999999,112.45,58.09,273.21,0.8193392802648035,0.8741009903929517,2.5584746872167035,0.9425642737934928,2.261070489883423,0.2530587613582611
ScUS3,U,Sc,S,3.0,3.0,-2.0,1.38,1.36,2.58,1.0,184.0,153.0,87.0,-1.2000000000000002,-1.22,-2.06,-2.08,1.7586206896551724,0.4728260869565217,0.8315217391304348,0.5825242718446603,0.5865384615384615,-1.99527278,-3.2357286599999986,-7.00838179000003,-1.9952728484943232,-3.235728771077069,0.8145175879610062,0.546861732757815,0.2753302914535808,-2.847077729734469,5.590257855882314,6.884657007341072,11.769320157021456,187.98,165.06,74.72999999999999,241.76,217.74,84.92999999999999,131.23,58.09,273.21,0.821113794015488,0.879319503768432,2.4605289678902835,0.8733015603238926,1.453586220741272,0.07797295600175858
ScInSe3,In,Sc,Se,3.0,3.0,-2.0,1.78,1.36,2.55,0.9019999999999998,198.0,134.0,87.0,-0.7699999999999998,-1.1899999999999995,-1.66,-2.08,1.5402298850574712,0.4393939393939394,0.6767676767676768,0.4638554216867468,0.5721153846153845,-2.5178859200000034,-3.2357286599999986,-6.510488250000024,-2.517886006434747,-3.235728771077069,-0.2111875472497096,-0.1678385307595446,0.2753302914535808,-2.730814399751447,5.364511578154709,6.884657007341072,10.84576444731508,114.07,165.06,79.97,151.32,217.74,95.78,49.29,58.09,23.97,0.8136544730746447,0.8237194481030076,3.9735947319289,0.6678490776965562,1.2235548496246338,0.05046930909156799
