,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,material,exp_label,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA,rB,chi_AX_ratio,chi_BX_ratio,chi_diff,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,BaTaS3,0.0,184.0,2.0,4.0,-2.0,0.89,1.5,2.58,0.3695652173913044,0.875,-1.69,-1.08,-2.55,-1.94,173.0,79.0,0.6627450980392157,0.5567010309278351,1.07,0.8618966598083562,-3.22934977,-3.5963150900000027,-7.00838179000003,-2.0224315294266337,-3.5963152134553904,0.8145175879610062,0.1815487042226235,-0.2825051047029557,-2.847077729734469,5.363406047114364,7.686524689847838,11.769320157021456,219.67,146.65,74.72999999999999,266.14000000000004,204.33,84.92999999999999,131.01,83.7,273.21,2.189873417721519,1.0669747848083562,0.959839379349037,3.916639346013088,1.1426758856694816,0.01588613852361118
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,CsMgCl3,0.0,181.0,1.0,2.0,-1.0,0.79,1.31,3.16,0.3977900552486187,1.0386740331491713,-2.37,-1.85,-2.65,-2.13,188.0,72.0,0.8943396226415095,0.8685446009389672,1.4760000000000002,0.959775843813894,-2.0859241200000014,-4.705333049999998,-8.594666479999974,-0.4792429764515966,-1.3065628048520797,0.0197235606770763,-0.5452966317296846,0.500356888176296,-3.935229981089612,3.8635765556284616,7.971349299642951,13.876021229339663,253.57,135.17999999999998,67.85000000000001,319.04,191.16,75.67,202.25,561.2099999999999,224.95,2.611111111111111,0.8778828909850942,1.0313164407799515,4.23443153219532,1.0619456450181073,0.2981488475112133
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,CuZnCl3,0.0,181.0,1.0,2.0,-1.0,1.9,1.65,3.16,0.4088397790055249,0.425414364640884,-1.2600000000000002,-1.5100000000000002,-1.54,-1.79,77.0,74.0,0.8181818181818183,0.8435754189944136,1.186,0.0397403286495141,-4.608164319999999,-5.977182470000003,-8.594666479999974,-0.6024405606807606,-1.1074028380152596,0.0197235606770763,-1.5474569751238811,0.922398193658712,-3.935229981089612,8.147436993683963,9.889346728482574,13.876021229339663,120.22,110.68,67.85000000000001,203.02,166.61,75.67,31.9,29.97,224.95,1.0405405405405406,1.126363216176474,0.7154274866408475,27.629437021661108,0.6938914394812795,0.0057679125307677674
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,RbMgI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.31,2.66,0.3272727272727272,0.7818181818181817,-1.8400000000000003,-1.35,-2.62,-2.13,178.0,144.0,0.7022900763358779,0.6338028169014085,1.17,0.8708283577973978,-2.23129531,-4.705333049999998,-7.083940510000032,-0.6626547127478113,-1.3065628048520797,0.2908709899851069,-0.5654554674099543,0.500356888176296,-3.4344351648747526,4.153592876586776,7.971349299642951,11.131355946143175,231.42,135.17999999999998,90.24,324.0,191.16,107.49,240.1,561.2099999999999,41.190000000000005,1.2361111111111112,1.1747682526133256,0.7731571643579055,6.359308886200973,0.8567027307185477,0.0025177857725730435
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,SnZrS3,0.0,184.0,2.0,4.0,-2.0,1.96,1.33,2.58,0.3913043478260869,0.6249999999999999,-0.6200000000000001,-1.25,-1.48,-2.11,160.7,85.0,0.4189189189189189,0.5924170616113744,0.8900000000000001,0.4682660093471947,-3.6934392700000016,-3.6022224400000007,-7.00838179000003,-3.693439396789498,-3.602222563658176,0.8145175879610062,-1.0130803347838755,-0.2714066713124998,-2.847077729734469,6.875250052003975,7.139550537079975,11.769320157021456,106.59,166.94,74.72999999999999,135.54,222.0,84.92999999999999,46.940000000000005,84.44,273.21,1.8905882352941168,0.8491253843471948,0.9060978492622768,4.101662418029523,0.6407336250837353,0.4109743521543913
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,CeYbS3,0.0,184.0,3.0,3.0,-2.0,1.12,1.1,2.58,0.4717391304347826,0.7282608695652174,-1.46,-1.48,-2.32,-2.34,134.0,102.0,0.6293103448275862,0.6324786324786326,1.104,0.4342331782846069,-2.5303330600000007,-3.076992080000003,-7.00838179000003,-2.5303331468620374,-1.0944533775707237,0.8145175879610062,0.0869328039854952,0.4767999173605045,-2.847077729734469,5.700526061695872,6.531525574217345,11.769320157021456,204.28,173.83,74.72999999999999,257.54,248.9,84.92999999999999,118.68,112.51,273.21,1.3137254901960784,0.851262681417867,0.7862256043219266,7.247502738830145,0.7822871489414696,0.40208881560949067
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,RbDyI3,1.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.22,2.66,0.4863636363636363,0.7818181818181817,-1.8400000000000003,-1.4400000000000002,-2.62,-2.22,178.0,107.0,0.7022900763358779,0.6486486486486487,1.1880000000000002,0.4746656423515468,-2.23129531,-3.164901719999999,-7.083940510000032,-0.6626547127478113,-1.1732693202763391,0.2908709899851069,-0.5654554674099543,0.4711191951556382,-3.4344351648747526,4.153592876586776,6.187951074411365,11.131355946143175,231.42,28.52,90.24,324.0,256.01,107.49,240.1,111.98,41.190000000000005,1.6635514018691588,0.8020015251916537,0.8606397792852525,4.324639434541121,0.9318122801167302,0.6105965336015579
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,CsHgF3,1.0,133.0,1.0,2.0,-1.0,0.79,2.0,3.98,0.7669172932330827,1.413533834586466,-3.19,-1.98,-2.65,-1.44,188.0,102.0,1.2037735849056603,1.375,1.83,0.6114691495456782,-2.0859241200000014,-6.807995810000004,-11.111416699999976,-0.4792429764515966,-0.952083492683411,1.136681619020348,-0.5452966317296846,1.3885838835805904,-4.336301480858267,3.8635765556284616,10.679763451594113,19.391595983680425,253.57,116.75,40.44,319.04,173.51,37.4,202.25,61.58,143.19,1.843137254901961,0.4884514464321077,0.9658802064817182,3.3181983416607475,0.8456007845424852,0.9969129433445851
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,BaLiBr3,0.0,196.0,2.0,1.0,-1.0,0.89,0.98,2.96,0.3877551020408163,0.8214285714285715,-2.07,-1.98,-2.55,-2.46,173.0,76.0,0.8117647058823529,0.8048780487804879,1.402,0.7506710246981321,-3.22934977,-2.8741409099999977,-7.858438990000018,-2.0224315294266337,-1.0207578250408813,0.0551102718918419,0.1815487042226235,-0.7561139179561087,-3.6781509272527466,5.363406047114364,5.297381732850112,12.554312316976,219.67,165.76,75.14,266.14000000000004,201.34,88.34,131.01,674.19,22.81,2.276315789473684,1.0178448585173738,0.9592759541078224,4.113669749040509,0.967483662806071,0.03633921651389717
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,SrTiS3,0.0,184.0,2.0,4.0,-2.0,0.95,1.54,2.58,0.3288043478260869,0.7826086956521738,-1.63,-1.04,-2.49,-1.9,168.0,60.5,0.6546184738955823,0.5473684210526316,1.05,0.8671699345392049,-3.5257832000000016,-4.219539480000003,-7.00838179000003,-1.2811882639810177,-4.219539624849625,0.8145175879610062,0.150586057166743,-0.3138992857783973,-2.847077729734469,5.884929518021573,7.119307230391988,11.769320157021456,195.84,154.67,74.72999999999999,254.93,206.03,84.92999999999999,111.21,51.94,273.21,2.7768595041322315,1.1704492967484594,1.0180049650589318,4.479104466042571,1.2174704111783716,0.0027111368370270144
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,TlEuCl3,0.0,181.0,1.0,2.0,-1.0,1.62,1.2,3.16,0.6464088397790054,0.9392265193370164,-1.54,-1.96,-1.82,-2.24,170.0,117.0,0.8461538461538461,0.8749999999999999,1.332,0.3736245022525056,-2.36925177,-2.76744646,-8.594666479999974,-2.3692518513323906,-2.76744655500174,0.0197235606770763,-0.1395649868243635,0.4802925635161391,-3.935229981089612,5.166986943295928,6.002313428086848,13.876021229339663,109.74,31.35,67.85000000000001,154.46,267.74,75.67,59.04,114.02,224.95,1.452991452991453,1.0298843525187231,0.8328694811897022,4.435916914183786,0.8054122455460856,0.02971594560470428
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,KBeCl3,0.0,181.0,1.0,2.0,-1.0,0.82,1.57,3.16,0.2486187845303867,0.9060773480662982,-2.3400000000000003,-1.59,-2.62,-1.87,164.0,45.0,0.8931297709923665,0.8502673796791443,1.418,1.2932039380538785,-2.318921259999999,-5.60966653,-8.594666479999974,-0.7664318763103054,-2.01377753912956,0.0197235606770763,-0.6361622968393374,0.6486211812660797,-3.935229981089612,4.31357484707873,9.553745681963834,13.876021229339663,220.49,108.05,67.85000000000001,302.81,120.4,75.67,207.8,289.74,224.95,3.644444444444445,1.4554133836266276,1.079435637257813,5.840373588145921,1.1338505116694846,2.098508437215088e-05
